Character,Item,Position,PickRate,Timing,Count
Timbersaw,Tango,Full Support,0.94,Start,1
Timbersaw,Blood Grenade,Full Support,0.78,Start,1
Timbersaw,Sentry Ward,Full Support,0.63,Start,1
Timbersaw,Magic Stick,Full Support,0.51,Start,1
Timbersaw,Enchanted Mango,Full Support,0.45,Start,1
Timbersaw,Iron Branch,Full Support,0.39,Start,1
Timbersaw,Iron Branch,Full Support,0.29,Start,2
Timbersaw,Circlet,Full Support,0.22,Start,1
Timbersaw,Observer and Sentry Wards,Full Support,0.22,Start,1
Timbersaw,Gauntlets of Strength,Full Support,0.16,Start,1
Timbersaw,Iron Branch,Full Support,0.16,Start,3
Timbersaw,Faerie Fire,Full Support,0.14,Start,1
Timbersaw,Bracer,Full Support,0.29,Early Game,1
Timbersaw,Ring of Basilius,Full Support,0.71,Early Game,1
Timbersaw,Boots of Speed,Full Support,0.88,Early Game,1
Timbersaw,Magic Wand,Full Support,0.82,Early Game,1
Timbersaw,Wind Lace,Full Support,0.24,Early Game,1
Timbersaw,Arcane Boots,Full Support,0.96,Early Game,1
Timbersaw,Soul Ring,Full Support,0.41,Early Game,1
Timbersaw,Glimmer Cape,Full Support,0.14,Mid Game,1
Timbersaw,Eul's Scepter of Divinity,Full Support,0.24,Mid Game,1
Timbersaw,Blink Dagger,Full Support,0.52,Mid Game,1
Timbersaw,Kaya,Full Support,0.51,Mid Game,1
Timbersaw,Aghanim's Shard,Full Support,0.44,Mid Game,1
Timbersaw,Guardian Greaves,Full Support,0.11,Mid Game,1
Timbersaw,Pipe of Insight,Full Support,0.23,Mid Game,1
Timbersaw,Veil of Discord,Full Support,0.11,Mid Game,1
Timbersaw,Aghanim's Scepter,Full Support,0.45,Mid Game,1
Timbersaw,Lotus Orb,Full Support,0.31,Mid Game,1
Timbersaw,Kaya and Sange,Full Support,0.29,Mid Game,1
Timbersaw,Shiva's Guard,Full Support,0.14,Mid Game,1
Timbersaw,Tiara of Selemene,Full Support,0.33,Mid Game,1
Timbersaw,Scythe of Vyse,Full Support,1.0,Late Game,1
Timbersaw,Boots of Travel 2,Full Support,0.14,Late Game,1
Timbersaw,Linken's Sphere,Full Support,0.33,Late Game,1
Timbersaw,Dagon,Full Support,0.33,Late Game,1
Timbersaw,Dagon,Full Support,0.33,Late Game,1
Bristleback,Tango,Carry,0.58,Start,1
Bristleback,Magic Stick,Carry,0.54,Start,1
Bristleback,Circlet,Carry,0.5,Start,1
Bristleback,Quelling Blade,Carry,0.49,Start,1
Bristleback,Iron Branch,Carry,0.36,Start,3
Bristleback,Enchanted Mango,Carry,0.34,Start,1
Bristleback,Iron Branch,Carry,0.34,Start,2
Bristleback,Gauntlets of Strength,Carry,0.27,Start,1
Bristleback,Iron Branch,Carry,0.25,Start,1
Bristleback,Magic Wand,Carry,0.14,Start,1
Bristleback,Circlet,Carry,0.12,Start,2
Bristleback,Bracer,Carry,0.45,Early Game,1
Bristleback,Null Talisman,Carry,0.6,Early Game,1
Bristleback,Ring of Basilius,Carry,0.17,Early Game,1
Bristleback,Magic Wand,Carry,0.78,Early Game,1
Bristleback,Boots of Speed,Carry,0.84,Early Game,1
Bristleback,Arcane Boots,Carry,0.23,Early Game,1
Bristleback,Power Treads,Carry,0.7,Early Game,1
Bristleback,Wind Lace,Carry,0.13,Early Game,1
Bristleback,Aghanim's Scepter,Carry,0.99,Mid Game,1
Bristleback,Aghanim's Shard,Carry,0.5,Mid Game,1
Bristleback,Bloodstone,Carry,0.91,Mid Game,1
Bristleback,Yasha,Carry,0.18,Mid Game,1
Bristleback,Sange,Carry,0.52,Mid Game,1
Bristleback,Sange and Yasha,Carry,0.81,Mid Game,1
Bristleback,Black King Bar,Carry,0.82,Mid Game,1
Bristleback,Assault Cuirass,Carry,0.49,Mid Game,1
Bristleback,Eul's Scepter of Divinity,Carry,0.21,Mid Game,1
Bristleback,Boots of Travel,Carry,0.13,Late Game,1
Bristleback,Shiva's Guard,Carry,0.12,Late Game,1
Bristleback,Skull Basher,Carry,0.25,Late Game,1
Bristleback,Wind Waker,Carry,0.17,Late Game,1
Bristleback,Abyssal Blade,Carry,0.29,Late Game,1
Bristleback,Refresher Orb,Carry,0.36,Late Game,1
Bristleback,Boots of Travel 2,Carry,0.24,Late Game,1
Bristleback,Scythe of Vyse,Carry,0.2,Late Game,1
Bristleback,Tango,Mid,0.88,Start,1
Bristleback,Iron Branch,Mid,0.46,Start,2
Bristleback,Observer Ward,Mid,0.43,Start,1
Bristleback,Quelling Blade,Mid,0.42,Start,1
Bristleback,Circlet,Mid,0.29,Start,1
Bristleback,Faerie Fire,Mid,0.27,Start,1
Bristleback,Magic Stick,Mid,0.27,Start,1
Bristleback,Iron Branch,Mid,0.21,Start,3
Bristleback,Iron Branch,Mid,0.16,Start,4
Bristleback,Enchanted Mango,Mid,0.15,Start,1
Bristleback,Iron Branch,Mid,0.14,Start,1
Bristleback,Circlet,Mid,0.14,Start,2
Bristleback,Gauntlets of Strength,Mid,0.13,Start,1
Bristleback,Bottle,Mid,0.54,Early Game,1
Bristleback,Null Talisman,Mid,0.1,Early Game,2
Bristleback,Bracer,Mid,0.23,Early Game,1
Bristleback,Null Talisman,Mid,0.32,Early Game,1
Bristleback,Ring of Basilius,Mid,0.17,Early Game,1
Bristleback,Boots of Speed,Mid,0.93,Early Game,1
Bristleback,Magic Wand,Mid,0.74,Early Game,1
Bristleback,Arcane Boots,Mid,0.24,Early Game,1
Bristleback,Power Treads,Mid,0.44,Early Game,1
Bristleback,Phase Boots,Mid,0.12,Early Game,1
Bristleback,Wind Lace,Mid,0.15,Early Game,1
Bristleback,Aghanim's Scepter,Mid,0.96,Mid Game,1
Bristleback,Blade Mail,Mid,0.13,Mid Game,1
Bristleback,Aghanim's Shard,Mid,0.45,Mid Game,1
Bristleback,Bloodstone,Mid,0.88,Mid Game,1
Bristleback,Sange,Mid,0.4,Mid Game,1
Bristleback,Yasha,Mid,0.11,Mid Game,1
Bristleback,Sange and Yasha,Mid,0.57,Mid Game,1
Bristleback,Black King Bar,Mid,0.58,Mid Game,1
Bristleback,Eul's Scepter of Divinity,Mid,0.17,Mid Game,1
Bristleback,Boots of Travel,Mid,0.33,Mid Game,1
Bristleback,Assault Cuirass,Mid,0.17,Mid Game,1
Bristleback,Lotus Orb,Mid,0.26,Mid Game,1
Bristleback,Scythe of Vyse,Mid,0.14,Late Game,1
Bristleback,Shiva's Guard,Mid,0.17,Late Game,1
Bristleback,Abyssal Blade,Mid,0.33,Late Game,1
Bristleback,Satanic,Mid,0.14,Late Game,1
Bristleback,Monkey King Bar,Mid,0.17,Late Game,1
Bristleback,Tango,Semi Support,0.93,Start,1
Bristleback,Blood Grenade,Semi Support,0.79,Start,1
Bristleback,Sentry Ward,Semi Support,0.56,Start,1
Bristleback,Magic Stick,Semi Support,0.54,Start,1
Bristleback,Iron Branch,Semi Support,0.46,Start,2
Bristleback,Circlet,Semi Support,0.25,Start,1
Bristleback,Observer and Sentry Wards,Semi Support,0.25,Start,1
Bristleback,Enchanted Mango,Semi Support,0.23,Start,1
Bristleback,Iron Branch,Semi Support,0.17,Start,1
Bristleback,Faerie Fire,Semi Support,0.15,Start,1
Bristleback,Iron Branch,Semi Support,0.15,Start,3
Bristleback,Gauntlets of Strength,Semi Support,0.13,Start,1
Bristleback,Ring of Protection,Semi Support,0.1,Start,1
Bristleback,Bracer,Semi Support,0.22,Early Game,1
Bristleback,Boots of Speed,Semi Support,0.87,Early Game,1
Bristleback,Ring of Basilius,Semi Support,0.2,Early Game,1
Bristleback,Wind Lace,Semi Support,0.63,Early Game,1
Bristleback,Magic Wand,Semi Support,0.77,Early Game,1
Bristleback,Tranquil Boots,Semi Support,0.18,Early Game,1
Bristleback,Bracer,Semi Support,0.14,Early Game,2
Bristleback,Phase Boots,Semi Support,0.18,Early Game,1
Bristleback,Arcane Boots,Semi Support,0.23,Early Game,1
Bristleback,Power Treads,Semi Support,0.12,Mid Game,1
Bristleback,Drum of Endurance,Semi Support,0.11,Mid Game,1
Bristleback,Pavise,Semi Support,0.37,Mid Game,1
Bristleback,Solar Crest,Semi Support,0.45,Mid Game,1
Bristleback,Vanguard,Semi Support,0.29,Mid Game,1
Bristleback,Aghanim's Shard,Semi Support,0.39,Mid Game,1
Bristleback,Pipe of Insight,Semi Support,0.27,Mid Game,1
Bristleback,Helm of Iron Will,Semi Support,0.27,Mid Game,1
Bristleback,Sange,Semi Support,0.3,Mid Game,1
Bristleback,Crimson Guard,Semi Support,0.3,Mid Game,1
Bristleback,Eul's Scepter of Divinity,Semi Support,0.15,Mid Game,1
Bristleback,Aghanim's Scepter,Semi Support,0.18,Mid Game,1
Bristleback,Lotus Orb,Semi Support,0.64,Mid Game,1
Bristleback,Heaven's Halberd,Semi Support,0.36,Mid Game,1
Bristleback,Black King Bar,Semi Support,0.14,Mid Game,1
Bristleback,Assault Cuirass,Semi Support,0.14,Late Game,1
Bristleback,Shiva's Guard,Semi Support,0.2,Late Game,1
Bristleback,Tango,Full Support,0.98,Start,1
Bristleback,Blood Grenade,Full Support,0.94,Start,1
Bristleback,Sentry Ward,Full Support,0.83,Start,1
Bristleback,Magic Stick,Full Support,0.57,Start,1
Bristleback,Iron Branch,Full Support,0.44,Start,2
Bristleback,Enchanted Mango,Full Support,0.37,Start,1
Bristleback,Iron Branch,Full Support,0.25,Start,1
Bristleback,Observer and Sentry Wards,Full Support,0.2,Start,1
Bristleback,Circlet,Full Support,0.17,Start,1
Bristleback,Iron Branch,Full Support,0.12,Start,3
Bristleback,Faerie Fire,Full Support,0.11,Start,1
Bristleback,Wind Lace,Full Support,0.1,Start,1
Bristleback,Boots of Speed,Full Support,0.83,Early Game,1
Bristleback,Bracer,Full Support,0.23,Early Game,1
Bristleback,Magic Wand,Full Support,0.73,Early Game,1
Bristleback,Wind Lace,Full Support,0.58,Early Game,1
Bristleback,Ring of Basilius,Full Support,0.23,Early Game,1
Bristleback,Tranquil Boots,Full Support,0.17,Early Game,1
Bristleback,Arcane Boots,Full Support,0.28,Early Game,1
Bristleback,Pavise,Full Support,0.56,Mid Game,1
Bristleback,Solar Crest,Full Support,0.57,Mid Game,1
Bristleback,Drum of Endurance,Full Support,0.13,Mid Game,1
Bristleback,Aghanim's Shard,Full Support,0.37,Mid Game,1
Bristleback,Glimmer Cape,Full Support,0.13,Mid Game,1
Bristleback,Vanguard,Full Support,0.25,Mid Game,1
Bristleback,Helm of Iron Will,Full Support,0.19,Mid Game,1
Bristleback,Pipe of Insight,Full Support,0.24,Mid Game,1
Bristleback,Boots of Bearing,Full Support,0.12,Mid Game,1
Bristleback,Crimson Guard,Full Support,0.36,Mid Game,1
Bristleback,Aghanim's Scepter,Full Support,0.11,Mid Game,1
Bristleback,Ghost Scepter,Full Support,0.12,Mid Game,1
Bristleback,Lotus Orb,Full Support,0.38,Mid Game,1
Bristleback,Sange,Full Support,0.12,Mid Game,1
Bristleback,Heaven's Halberd,Full Support,0.11,Mid Game,1
Bristleback,Eternal Shroud,Full Support,0.12,Mid Game,1
Bristleback,Black King Bar,Full Support,0.11,Late Game,1
Bristleback,Boots of Travel,Full Support,0.33,Late Game,1
Tusk,Boots of Speed,Carry,0.35,Early Game,1
Tusk,Tranquil Boots,Carry,0.48,Early Game,1
Tusk,Magic Wand,Carry,0.65,Early Game,1
Tusk,Tranquil Boots,Carry,0.17,Early Game,2
Tusk,Blink Dagger,Carry,0.89,Mid Game,1
Tusk,Tango,Mid,1.0,Start,1
Tusk,Observer Ward,Mid,0.58,Start,1
Tusk,Quelling Blade,Mid,0.46,Start,1
Tusk,Faerie Fire,Mid,0.38,Start,1
Tusk,Iron Branch,Mid,0.29,Start,3
Tusk,Iron Branch,Mid,0.29,Start,4
Tusk,Iron Branch,Mid,0.27,Start,2
Tusk,Observer and Sentry Wards,Mid,0.12,Start,1
Tusk,Blood Grenade,Mid,0.12,Start,1
Tusk,Sentry Ward,Mid,0.12,Start,1
Tusk,Magic Stick,Mid,0.12,Start,1
Tusk,Bottle,Mid,0.87,Early Game,1
Tusk,Bracer,Mid,0.19,Early Game,1
Tusk,Boots of Speed,Mid,0.96,Early Game,1
Tusk,Magic Wand,Mid,0.94,Early Game,1
Tusk,Phase Boots,Mid,0.9,Early Game,1
Tusk,Wind Lace,Mid,0.19,Early Game,1
Tusk,Desolator,Mid,0.42,Mid Game,1
Tusk,Blink Dagger,Mid,0.98,Mid Game,1
Tusk,Aghanim's Shard,Mid,0.27,Mid Game,1
Tusk,Sange and Yasha,Mid,0.12,Mid Game,1
Tusk,Sange,Mid,0.2,Mid Game,1
Tusk,Eul's Scepter of Divinity,Mid,0.29,Mid Game,1
Tusk,Aghanim's Scepter,Mid,0.5,Mid Game,1
Tusk,Black King Bar,Mid,0.39,Mid Game,1
Tusk,Shadow Blade,Mid,0.14,Mid Game,1
Tusk,Aether Lens,Mid,0.14,Mid Game,1
Tusk,Assault Cuirass,Mid,0.11,Mid Game,1
Tusk,Boots of Travel,Mid,0.29,Late Game,1
Tusk,Linken's Sphere,Mid,0.14,Late Game,1
Tusk,Ethereal Blade,Mid,0.14,Late Game,1
Tusk,Tango,Off Lane,0.81,Start,1
Tusk,Quelling Blade,Off Lane,0.53,Start,1
Tusk,Iron Branch,Off Lane,0.47,Start,2
Tusk,Circlet,Off Lane,0.41,Start,1
Tusk,Magic Stick,Off Lane,0.39,Start,1
Tusk,Gauntlets of Strength,Off Lane,0.36,Start,1
Tusk,Iron Branch,Off Lane,0.25,Start,1
Tusk,Faerie Fire,Off Lane,0.18,Start,1
Tusk,Blood Grenade,Off Lane,0.15,Start,1
Tusk,Iron Branch,Off Lane,0.12,Start,3
Tusk,Sentry Ward,Off Lane,0.12,Start,1
Tusk,Gauntlets of Strength,Off Lane,0.1,Start,2
Tusk,Bracer,Off Lane,0.51,Early Game,1
Tusk,Boots of Speed,Off Lane,0.89,Early Game,1
Tusk,Magic Wand,Off Lane,0.76,Early Game,1
Tusk,Phase Boots,Off Lane,0.79,Early Game,1
Tusk,Falcon Blade,Off Lane,0.1,Early Game,1
Tusk,Wind Lace,Off Lane,0.26,Early Game,1
Tusk,Hand of Midas,Off Lane,0.18,Mid Game,1
Tusk,Blink Dagger,Off Lane,0.85,Mid Game,1
Tusk,Desolator,Off Lane,0.15,Mid Game,1
Tusk,Aghanim's Shard,Off Lane,0.24,Mid Game,1
Tusk,Aghanim's Scepter,Off Lane,0.74,Mid Game,1
Tusk,Aether Lens,Off Lane,0.18,Mid Game,1
Tusk,Force Staff,Off Lane,0.12,Mid Game,1
Tusk,Eul's Scepter of Divinity,Off Lane,0.33,Mid Game,1
Tusk,Black King Bar,Off Lane,0.67,Mid Game,1
Tusk,Ghost Scepter,Off Lane,0.25,Late Game,1
Tusk,Octarine Core,Off Lane,0.38,Late Game,1
Tusk,Boots of Travel,Off Lane,0.2,Late Game,1
Tusk,Arcane Blink,Off Lane,0.17,Late Game,1
Tusk,Refresher Orb,Off Lane,1.0,Late Game,1
Tusk,Tango,Semi Support,0.97,Start,1
Tusk,Blood Grenade,Semi Support,0.96,Start,1
Tusk,Sentry Ward,Semi Support,0.66,Start,1
Tusk,Iron Branch,Semi Support,0.51,Start,2
Tusk,Observer and Sentry Wards,Semi Support,0.5,Start,1
Tusk,Magic Stick,Semi Support,0.46,Start,1
Tusk,Faerie Fire,Semi Support,0.33,Start,1
Tusk,Iron Branch,Semi Support,0.23,Start,1
Tusk,Circlet,Semi Support,0.22,Start,1
Tusk,Wind Lace,Semi Support,0.2,Start,1
Tusk,Enchanted Mango,Semi Support,0.13,Start,1
Tusk,Iron Branch,Semi Support,0.1,Start,3
Tusk,Boots of Speed,Semi Support,0.86,Early Game,1
Tusk,Wind Lace,Semi Support,0.62,Early Game,1
Tusk,Magic Wand,Semi Support,0.77,Early Game,1
Tusk,Bracer,Semi Support,0.14,Early Game,1
Tusk,Tranquil Boots,Semi Support,0.43,Early Game,1
Tusk,Arcane Boots,Semi Support,0.13,Early Game,1
Tusk,Phase Boots,Semi Support,0.21,Early Game,1
Tusk,Pavise,Semi Support,0.24,Mid Game,1
Tusk,Drum of Endurance,Semi Support,0.11,Mid Game,1
Tusk,Blink Dagger,Semi Support,0.94,Mid Game,1
Tusk,Solar Crest,Semi Support,0.26,Mid Game,1
Tusk,Aghanim's Shard,Semi Support,0.37,Mid Game,1
Tusk,Force Staff,Semi Support,0.11,Mid Game,1
Tusk,Eul's Scepter of Divinity,Semi Support,0.24,Mid Game,1
Tusk,Aghanim's Scepter,Semi Support,0.69,Mid Game,1
Tusk,Lotus Orb,Semi Support,0.1,Mid Game,1
Tusk,Aether Lens,Semi Support,0.21,Late Game,1
Tusk,Black King Bar,Semi Support,0.15,Late Game,1
Tusk,Octarine Core,Semi Support,0.25,Late Game,1
Tusk,Wind Waker,Semi Support,0.17,Late Game,1
Skywrath Mage,Magic Stick,Carry,1.0,Start,1
Skywrath Mage,Tango,Carry,1.0,Start,1
Skywrath Mage,Mantle of Intelligence,Carry,1.0,Start,1
Skywrath Mage,Magic Wand,Carry,1.0,Early Game,1
Skywrath Mage,Null Talisman,Carry,1.0,Early Game,1
Skywrath Mage,Aghanim's Shard,Carry,1.0,Mid Game,1
Skywrath Mage,Aghanim's Scepter,Carry,1.0,Mid Game,1
Skywrath Mage,Rod of Atos,Carry,1.0,Mid Game,1
Skywrath Mage,Boots of Speed,Carry,1.0,Mid Game,1
Skywrath Mage,Observer Ward,Mid,0.58,Start,1
Skywrath Mage,Tango,Mid,0.46,Start,1
Skywrath Mage,Mantle of Intelligence,Mid,0.42,Start,4
Skywrath Mage,Circlet,Mid,0.31,Start,1
Skywrath Mage,Mantle of Intelligence,Mid,0.23,Start,1
Skywrath Mage,Faerie Fire,Mid,0.19,Start,1
Skywrath Mage,Iron Branch,Mid,0.19,Start,1
Skywrath Mage,Clarity,Mid,0.15,Start,1
Skywrath Mage,Mantle of Intelligence,Mid,0.12,Start,2
Skywrath Mage,Enchanted Mango,Mid,0.12,Start,1
Skywrath Mage,Circlet,Mid,0.12,Start,2
Skywrath Mage,Null Talisman,Mid,0.31,Early Game,2
Skywrath Mage,Bottle,Mid,0.35,Early Game,1
Skywrath Mage,Null Talisman,Mid,0.15,Early Game,1
Skywrath Mage,Null Talisman,Mid,0.42,Early Game,3
Skywrath Mage,Boots of Speed,Mid,0.96,Early Game,1
Skywrath Mage,Rod of Atos,Mid,0.65,Early Game,1
Skywrath Mage,Power Treads,Mid,0.11,Mid Game,1
Skywrath Mage,Arcane Boots,Mid,0.16,Mid Game,1
Skywrath Mage,Kaya,Mid,0.21,Mid Game,1
Skywrath Mage,Aghanim's Shard,Mid,0.23,Mid Game,1
Skywrath Mage,Shadow Blade,Mid,0.55,Mid Game,1
Skywrath Mage,Aether Lens,Mid,0.25,Mid Game,1
Skywrath Mage,Boots of Travel,Mid,0.4,Mid Game,1
Skywrath Mage,Aghanim's Scepter,Mid,0.25,Mid Game,1
Skywrath Mage,Scythe of Vyse,Mid,0.64,Mid Game,1
Skywrath Mage,Ghost Scepter,Mid,0.33,Mid Game,1
Skywrath Mage,Ethereal Blade,Mid,0.5,Late Game,1
Skywrath Mage,Tango,Off Lane,1.0,Start,1
Skywrath Mage,Iron Branch,Off Lane,0.58,Start,1
Skywrath Mage,Circlet,Off Lane,0.58,Start,1
Skywrath Mage,Blood Grenade,Off Lane,0.5,Start,1
Skywrath Mage,Mantle of Intelligence,Off Lane,0.5,Start,1
Skywrath Mage,Sentry Ward,Off Lane,0.33,Start,1
Skywrath Mage,Faerie Fire,Off Lane,0.33,Start,1
Skywrath Mage,Enchanted Mango,Off Lane,0.33,Start,1
Skywrath Mage,Magic Stick,Off Lane,0.25,Start,1
Skywrath Mage,Observer and Sentry Wards,Off Lane,0.25,Start,1
Skywrath Mage,Clarity,Off Lane,0.17,Start,1
Skywrath Mage,Arcane Boots,Off Lane,0.75,Early Game,1
Skywrath Mage,Ring of Basilius,Off Lane,0.75,Early Game,1
Skywrath Mage,Boots of Speed,Off Lane,0.58,Early Game,1
Skywrath Mage,Magic Wand,Off Lane,0.58,Early Game,1
Skywrath Mage,Null Talisman,Off Lane,0.58,Early Game,1
Skywrath Mage,Bracer,Off Lane,0.17,Early Game,1
Skywrath Mage,Wind Lace,Off Lane,0.17,Early Game,1
Skywrath Mage,Rod of Atos,Off Lane,0.45,Mid Game,1
Skywrath Mage,Ghost Scepter,Off Lane,0.27,Mid Game,1
Skywrath Mage,Aether Lens,Off Lane,0.27,Mid Game,1
Skywrath Mage,Ethereal Blade,Off Lane,0.27,Mid Game,1
Skywrath Mage,Kaya,Off Lane,0.27,Mid Game,1
Skywrath Mage,Aghanim's Scepter,Off Lane,0.18,Mid Game,1
Skywrath Mage,Shadow Blade,Off Lane,0.18,Mid Game,1
Skywrath Mage,Aghanim's Shard,Off Lane,0.18,Mid Game,1
Skywrath Mage,Scythe of Vyse,Off Lane,0.75,Late Game,1
Skywrath Mage,Blink Dagger,Off Lane,0.25,Late Game,1
Skywrath Mage,Aghanim's Shard,Off Lane,0.25,Late Game,1
Skywrath Mage,Tiara of Selemene,Off Lane,0.25,Late Game,1
Skywrath Mage,Octarine Core,Off Lane,0.25,Late Game,1
Skywrath Mage,Aghanim's Scepter,Off Lane,0.25,Late Game,1
Skywrath Mage,Tango,Full Support,0.95,Start,1
Skywrath Mage,Blood Grenade,Full Support,0.93,Start,1
Skywrath Mage,Sentry Ward,Full Support,0.79,Start,1
Skywrath Mage,Magic Stick,Full Support,0.43,Start,1
Skywrath Mage,Circlet,Full Support,0.43,Start,1
Skywrath Mage,Enchanted Mango,Full Support,0.4,Start,1
Skywrath Mage,Clarity,Full Support,0.32,Start,1
Skywrath Mage,Iron Branch,Full Support,0.27,Start,2
Skywrath Mage,Observer and Sentry Wards,Full Support,0.23,Start,1
Skywrath Mage,Mantle of Intelligence,Full Support,0.23,Start,1
Skywrath Mage,Faerie Fire,Full Support,0.2,Start,1
Skywrath Mage,Iron Branch,Full Support,0.2,Start,1
Skywrath Mage,Sage's Mask,Full Support,0.12,Start,1
Skywrath Mage,Null Talisman,Full Support,0.37,Early Game,1
Skywrath Mage,Ring of Basilius,Full Support,0.59,Early Game,1
Skywrath Mage,Boots of Speed,Full Support,0.79,Early Game,1
Skywrath Mage,Magic Wand,Full Support,0.37,Early Game,1
Skywrath Mage,Arcane Boots,Full Support,0.67,Early Game,1
Skywrath Mage,Wind Lace,Full Support,0.26,Mid Game,1
Skywrath Mage,Rod of Atos,Full Support,0.48,Mid Game,1
Skywrath Mage,Force Staff,Full Support,0.13,Mid Game,1
Skywrath Mage,Glimmer Cape,Full Support,0.34,Mid Game,1
Skywrath Mage,Aghanim's Shard,Full Support,0.33,Mid Game,1
Skywrath Mage,Ghost Scepter,Full Support,0.47,Mid Game,1
Skywrath Mage,Aether Lens,Full Support,0.35,Mid Game,1
Skywrath Mage,Kaya,Full Support,0.31,Mid Game,1
Skywrath Mage,Aghanim's Scepter,Full Support,0.63,Mid Game,1
Skywrath Mage,Blink Dagger,Full Support,0.17,Mid Game,1
Skywrath Mage,Tiara of Selemene,Full Support,1.0,Late Game,1
Skywrath Mage,Boots of Travel,Full Support,0.17,Late Game,1
Skywrath Mage,Ethereal Blade,Full Support,0.14,Late Game,1
Skywrath Mage,Scythe of Vyse,Full Support,0.67,Late Game,1
Abaddon,Magic Wand,Carry,0.78,Start,1
Abaddon,Iron Branch,Carry,0.7,Start,3
Abaddon,Iron Branch,Carry,0.3,Start,2
Abaddon,Quelling Blade,Carry,0.26,Start,1
Abaddon,Tango,Carry,0.17,Start,1
Abaddon,Magic Stick,Carry,0.17,Start,1
Abaddon,Magic Wand,Carry,0.88,Early Game,1
Abaddon,Orb of Corrosion,Carry,0.77,Early Game,1
Abaddon,Boots of Speed,Carry,0.85,Early Game,1
Abaddon,Phase Boots,Carry,0.85,Early Game,1
Abaddon,Blade Mail,Carry,0.12,Early Game,1
Abaddon,Diffusal Blade,Carry,0.69,Early Game,1
Abaddon,Echo Sabre,Carry,0.9,Mid Game,1
Abaddon,Harpoon,Carry,0.87,Mid Game,1
Abaddon,Aghanim's Shard,Carry,0.14,Mid Game,1
Abaddon,Yasha,Carry,0.6,Mid Game,1
Abaddon,Manta Style,Carry,0.21,Mid Game,1
Abaddon,Butterfly,Carry,0.14,Mid Game,1
Abaddon,Sange and Yasha,Carry,0.36,Mid Game,1
Abaddon,Khanda,Carry,0.22,Mid Game,1
Abaddon,Disperser,Carry,0.22,Mid Game,1
Abaddon,Aghanim's Scepter,Carry,0.25,Mid Game,1
Abaddon,Monkey King Bar,Carry,0.75,Mid Game,1
Abaddon,Linken's Sphere,Carry,0.25,Late Game,1
Abaddon,Blink Dagger,Carry,1.0,Late Game,1
Abaddon,Abyssal Blade,Carry,1.0,Late Game,1
Abaddon,Swift Blink,Carry,1.0,Late Game,1
Abaddon,Iron Branch,Mid,1.0,Start,1
Abaddon,Tango,Mid,0.67,Start,1
Abaddon,Quelling Blade,Mid,0.5,Start,1
Abaddon,Circlet,Mid,0.5,Start,1
Abaddon,Faerie Fire,Mid,0.33,Start,1
Abaddon,Observer Ward,Mid,0.33,Start,1
Abaddon,Magic Stick,Mid,0.17,Start,1
Abaddon,Enchanted Mango,Mid,0.17,Start,1
Abaddon,Magic Wand,Mid,0.17,Start,1
Abaddon,Sentry Ward,Mid,0.17,Start,1
Abaddon,Bottle,Mid,0.83,Early Game,1
Abaddon,Boots of Speed,Mid,0.83,Early Game,1
Abaddon,Magic Wand,Mid,0.67,Early Game,1
Abaddon,Phase Boots,Mid,0.5,Early Game,1
Abaddon,Bracer,Mid,0.33,Early Game,1
Abaddon,Arcane Boots,Mid,0.17,Early Game,1
Abaddon,Ring of Basilius,Mid,0.17,Early Game,1
Abaddon,Wraith Band,Mid,0.17,Early Game,1
Abaddon,Power Treads,Mid,0.17,Early Game,1
Abaddon,Null Talisman,Mid,0.17,Early Game,1
Abaddon,Echo Sabre,Mid,0.4,Mid Game,1
Abaddon,Tiara of Selemene,Mid,0.2,Mid Game,1
Abaddon,Aghanim's Scepter,Mid,0.2,Mid Game,1
Abaddon,Refresher Orb,Mid,0.2,Mid Game,1
Abaddon,Harpoon,Mid,0.2,Mid Game,1
Abaddon,Radiance,Mid,0.2,Mid Game,1
Abaddon,Solar Crest,Mid,1.0,Late Game,1
Abaddon,Holy Locket,Mid,1.0,Late Game,1
Abaddon,Iron Branch,Off Lane,0.58,Start,2
Abaddon,Quelling Blade,Off Lane,0.56,Start,1
Abaddon,Tango,Off Lane,0.55,Start,1
