Game,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,2000000,0,0,2000000
Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,0,0,2000000,0,2000000
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,2000000,0,0,2000000
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0,0,2000000,0,2000000
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,2000000,0,2000000
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,2000000,0,1000000,2000000
Kuusen II,PS2,2004,Simulation,Kadokawa Shoten,0,0,2000000,0,2000000
Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,2000000,0,2000000
Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0,0,2000000,0,2000000
Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,2000000,0,0,2000000
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,2000000,0,2000000
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,2000000,0,0,2000000
Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,2000000,0,2000000
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,2000000,0,0,0,2000000
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,2000000,0,0,2000000
Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,1000000,1000000,0,0,2000000
Backyard NFL Football,DS,2007,Sports,Atari,2000000,0,0,0,2000000
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0,0,2000000,0,2000000
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0,0,2000000,0,2000000
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,2000000,0,0,2000000
Kung Fu Panda,PC,2008,Action,Activision,0,2000000,0,0,2000000
Gift: Prism,PS2,2006,Adventure,Sweets,0,0,2000000,0,2000000
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,2000000,0,0,2000000
Shanghai: True Valor,PS,1998,Puzzle,Activision,1000000,1000000,0,0,2000000
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,2000000,0,2000000
Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy,0,0,2000000,0,2000000
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,2000000,0,2000000
Thunderbirds,GBA,2004,Shooter,Vivendi Games,2000000,1000000,0,0,2000000
Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0,0,2000000,0,2000000
Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0,0,2000000,0,2000000
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,2000000,0,2000000
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,2000000,0,0,0,2000000
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,2000000,0,0,2000000
Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink,0,0,2000000,0,2000000
Ceville,PC,2009,Action,Kalypso Media,0,2000000,0,0,2000000
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,2000000,0,2000000
Total Immersion Racing,XB,2002,Racing,Empire Interactive,2000000,1000000,0,0,2000000
Totally Spies! 2: Undercover,DS,2006,Action,Atari,1000000,1000000,0,0,2000000
Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,2000000,0,0,0,2000000
Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,2000000,0,0,2000000
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,2000000,0,0,0,2000000
Board Game: Top Shop,PS,1999,Misc,Success,1000000,1000000,0,0,2000000
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,2000000,0,2000000
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,2000000,0,0,0,2000000
Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,2000000,0,0,0,2000000
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,2000000,0,2000000
Dunamis 15,PS3,2011,Adventure,5pb,0,0,2000000,0,2000000
DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,2000000,1000000,0,0,2000000
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,2000000,0,0,0,2000000
GT Legends,PC,2005,Racing,Atari,0,2000000,0,0,2000000
Blender Bros.,GBA,2002,Platform,Unknown,2000000,1000000,0,0,2000000
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,2000000,0,2000000
F1 Race Stars,PC,2012,Racing,Codemasters,0,2000000,0,0,2000000
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,2000000,1000000,0,0,2000000
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0,0,2000000,0,2000000
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0,0,2000000,0,2000000
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,2000000,0,0,0,2000000
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,2000000,0,2000000
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,2000000,0,0,2000000
Titanic Mystery,Wii,2010,Puzzle,O-Games,2000000,0,0,0,2000000
Falcon 4: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,2000000,0,0,2000000
Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,1000000,1000000,0,0,2000000
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0,0,2000000,0,2000000
Ride,X360,2015,Racing,Milestone S.r.l.,0,2000000,0,0,2000000
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,2000000,0,0,0,2000000
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,2000000,0,2000000
Treasure Chase,DS,2011,Puzzle,Storm City Games,2000000,0,0,0,2000000
Unreal Anthology,PC,2006,Shooter,Midway Games,0,2000000,0,0,2000000
X3: Terran War Pack,PC,2012,Misc,Deep Silver,0,2000000,0,0,2000000
Prison Architect,PS4,2016,Action,Introversion Software,1000000,1000000,0,0,2000000
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,1000000,2000000,0,2000000
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,2000000,0,2000000
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0,0,2000000,0,2000000
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,2000000,0,0,2000000
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,2000000,0,0,2000000
RayCrisis: Series Termination,PS,1999,Shooter,JVC,1000000,1000000,0,0,2000000
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,2000000,0,0,2000000
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,2000000,0,0,2000000
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0,0,2000000,0,2000000
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0,0,2000000,0,2000000
Toxic Grind,XB,2002,Sports,THQ,2000000,0,0,0,2000000
DiRT,PC,2007,Racing,Codemasters,0,2000000,0,0,2000000
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,2000000,0,0,0,2000000
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,2000000,0,2000000
Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,2000000,0,2000000
ScrapLand,XB,2005,Action,Deep Silver,2000000,0,0,0,2000000
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon,0,0,2000000,0,2000000
Geten no Hana,PSP,2013,Misc,Tecmo Koei,0,0,2000000,0,2000000
Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,1000000,1000000,0,0,2000000
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,2000000,0,2000000
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,2000000,0,2000000
Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,2000000,0,0,2000000
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,2000000,0,0,2000000
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0,0,2000000,0,2000000
Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,2000000,0,0,0,2000000
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0,0,2000000,0,2000000
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,2000000,0,0,2000000
School Days LxH,PS2,2008,Adventure,Interchannel,0,0,2000000,0,2000000
Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,2000000,0,2000000
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,1000000,1000000,0,0,2000000
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment,0,0,2000000,0,2000000
Chaos;Head Noah,PSP,2010,Adventure,5pb,0,0,2000000,0,2000000
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,2000000,0,2000000
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,2000000,1000000,0,0,2000000
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,2000000,0,0,0,2000000
Pro Fishing Challenge,XB,2004,Sports,Atlus,2000000,0,0,0,2000000
Minna no Chizu 2,PSP,2007,Misc,Zenrin,0,0,2000000,0,2000000
Franklin's Great Adventures,DS,2006,Action,Game Factory,2000000,0,0,0,2000000
Test Drive Unlimited,PC,2007,Racing,Atari,0,2000000,0,0,2000000
SAW,PC,2009,Action,Konami Digital Entertainment,0,2000000,0,0,2000000
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,0,0,2000000,0,2000000
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,2000000,0,2000000
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,2000000,0,2000000
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,0,0,2000000,0,2000000
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,2000000,0,0,0,2000000
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,2000000,0,0,0,2000000
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,2000000,0,2000000
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0,0,2000000,0,2000000
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0,2000000,0,0,2000000
Rule of Rose,PS2,2006,Action,505 Games,1000000,1000000,0,0,2000000
RedCard 20-03,GC,2002,Sports,Midway Games,2000000,0,0,0,2000000
Homeworld,PC,1998,Strategy,Vivendi Games,0,2000000,0,0,2000000
Freestyle Metal X,XB,2003,Racing,Midway Games,2000000,0,0,0,2000000
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,1000000,1000000,0,0,2000000
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,1000000,1000000,0,0,2000000
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,2000000,0,0,2000000
Max Payne,PC,2001,Shooter,Take-Two Interactive,0,2000000,0,0,2000000
Uta Kumi 575,PSV,2014,Misc,Sega,0,0,2000000,0,2000000
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,2000000,0,1000000,2000000
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,2000000,0,2000000
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,2000000,0,0,2000000
Overlord,PC,2007,Strategy,Codemasters,0,2000000,0,0,2000000
Sacred 3,PC,2014,Role-Playing,Deep Silver,0,2000000,0,0,2000000
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,2000000,0,0,0,2000000
Fritz Chess,Wii,2009,Strategy,Deep Silver,2000000,1000000,0,0,2000000
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0,0,2000000,0,2000000
NFL Blitz Pro,GC,2003,Sports,Midway Games,2000000,0,0,0,2000000
Rocket League,PC,2016,Sports,505 Games,1000000,1000000,0,0,2000000
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,2000000,0,0,0,2000000
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,2000000,0,0,2000000
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,2000000,0,0,2000000
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,2000000,0,2000000
Veggy World,DS,2011,Shooter,Jack of All Games,2000000,0,0,0,2000000
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,2000000,0,0,0,2000000
Ukiyo no Roushi,PSV,2015,Action,Unknown,0,0,2000000,0,2000000
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,2000000,0,0,0,2000000
Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,0,0,2000000,0,2000000
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,1000000,1000000,0,0,2000000
Lode Runner,DS,2006,Puzzle,Hudson Entertainment,0,0,2000000,0,2000000
Zathura,XB,2005,Adventure,Take-Two Interactive,2000000,0,0,0,2000000
Cities in Motion Collection,PC,2011,Simulation,Unknown,0,2000000,0,0,2000000
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,1000000,1000000,0,0,2000000
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0,0,2000000,0,2000000
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,2000000,0,0,0,2000000
Freedom Wings,DS,2006,Simulation,Natsume,2000000,0,0,0,2000000
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,0,0,2000000,0,2000000
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,2000000,0,2000000
Dream Chronicles,DS,2010,Adventure,Zoo Games,2000000,0,0,0,2000000
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,2000000,0,0,2000000
The Settlers IV,PC,2001,Strategy,Blue Byte,0,2000000,0,0,2000000
Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0,0,2000000,0,2000000
Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0,2000000,0,0,2000000
Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,2000000,0,2000000
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,2000000,0,2000000
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,2000000,0,2000000
Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,1000000,1000000,0,0,2000000
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,2000000,0,0,2000000
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0,0,2000000,0,2000000
Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,2000000,0,0,0,2000000
Quake 4,PC,2005,Shooter,Activision,0,2000000,0,0,2000000
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,2000000,0,0,2000000
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,2000000,0,2000000
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,0,0,2000000,0,2000000
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,0,0,2000000,0,2000000
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,2000000,0,2000000
Fritz Chess,DS,2009,Strategy,Deep Silver,2000000,0,0,0,2000000
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,2000000,0,2000000
Fuel,PC,2009,Racing,Codemasters,0,2000000,0,0,2000000
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,2000000,0,0,0,2000000
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,2000000,0,2000000
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,2000000,0,2000000
Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,2000000,0,0,0,2000000
Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,2000000,0,2000000
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,2000000,0,0,0,2000000
Darksiders,PS3,2010,Action,THQ,1000000,1000000,0,0,2000000
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,2000000,0,2000000
Indigo Prophecy,PC,2005,Adventure,Atari,0,2000000,0,0,2000000
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0,0,2000000,0,2000000
Tale of a Hero,PC,2010,Adventure,Daedalic,0,2000000,0,1000000,2000000
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,2000000,0,0,2000000
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,2000000,0,0,2000000
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,2000000,0,0,2000000
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,1000000,1000000,0,0,2000000
Ballblazer Champions,PS,1997,Sports,CTO SpA,1000000,1000000,0,0,2000000
So Blonde,PC,2008,Adventure,Eidos Interactive,0,2000000,0,0,2000000
Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,2000000,0,0,2000000
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,2000000,0,2000000
Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,2000000,0,0,0,2000000
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,2000000,0,0,0,2000000
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,2000000,0,2000000
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,2000000,0,2000000
Genroh,PSP,2012,Action,Idea Factory,0,0,2000000,0,2000000
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,2000000,0,2000000
Iron Phoenix,XB,2005,Fighting,Sega,2000000,0,0,0,2000000
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,2000000,0,0,2000000
Geon Cube,Wii,2009,Puzzle,P2 Games,2000000,0,0,0,2000000
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,2000000,0,2000000
Kuon,PS2,2004,Adventure,Indie Games,1000000,1000000,0,0,2000000
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0,0,2000000,0,2000000
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,2000000,0,2000000
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0,0,2000000,0,2000000
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,2000000,0,0,0,2000000
UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0,0,2000000,0,2000000
The Fast and the Furious,PSP,2007,Racing,Deep Silver,2000000,0,0,0,2000000
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,2000000,0,0,2000000
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,2000000,0,0,0,2000000
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,1000000,1000000,0,0,2000000
Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,2000000,0,0,2000000
Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0,2000000,0,1000000,2000000
Sacred Gold,PC,2005,Role-Playing,Encore,0,2000000,0,0,2000000
Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,2000000,0,2000000
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0,0,2000000,0,2000000
Mind over Matter,DS,2010,Puzzle,505 Games,2000000,0,0,0,2000000
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,2000000,0,2000000
Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,2000000,0,0,0,2000000
Ryu-koku,PS2,2006,Adventure,KID,0,0,2000000,0,2000000
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,2000000,0,2000000
Group S Challenge,XB,2003,Racing,Capcom,2000000,0,0,0,2000000
GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,2000000,0,2000000
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,1000000,1000000,0,0,2000000
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,2000000,0,0,2000000
Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,2000000,0,2000000
Kao Challengers,PSP,2005,Platform,Atari,2000000,0,0,0,2000000
Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0,2000000,0,0,2000000
Order of War,PC,2009,Strategy,Square Enix,0,1000000,0,0,2000000
Terminator 3: The Redemption,GC,2004,Shooter,Atari,2000000,0,0,0,2000000
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,2000000,0,0,2000000
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,2000000,0,2000000
Canimal Triple,PSV,2014,Misc,Warner Bros. Interactive Entertainment,0,2000000,0,0,2000000
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,2000000,0,2000000
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,2000000,0,2000000
Pebble Beach Golf Links,SAT,1994,Sports,Sega,0,0,2000000,0,2000000
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,2000000,0,0,2000000
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,2000000,0,0,0,2000000
Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,2000000,0,0,0,2000000
PopCap Hits!,X360,2011,Misc,PopCap Games,0,2000000,0,0,2000000
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,2000000,0,2000000
Dragon's Lair,DS,2010,Platform,Destineer,2000000,0,0,0,2000000
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,2000000,0,2000000
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,1000000,1000000,0,0,2000000
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,2000000,0,2000000
Dungeon Defenders,PC,2011,Role-Playing,Unknown,2000000,0,0,0,2000000
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,1000000,0,1000000,0,2000000
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,2000000,0,0,2000000
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0,0,2000000,0,2000000
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,2000000,0,0,0,2000000
Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,1000000,1000000,0,0,2000000
Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0,2000000,0,0,2000000
Taito Legends 2,PS2,2006,Misc,Empire Interactive,1000000,1000000,0,0,2000000
World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,2000000,0,0,0,2000000
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,2000000,1000000,0,0,2000000
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,0,0,2000000,0,2000000
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,2000000,0,2000000
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,2000000,0,0,0,2000000
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,2000000,0,2000000
