brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
verykool,R800,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,,HSPA 7.2/0.384 Mbps,Yes,Yes,2012  August,Available. Released 2012  August,216 x 125 x 11 mm (8.50 x 4.92 x 0.43 in),417,14.71,Mini-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~51.7% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 2.2 (Froyo),800 MHz,,,microSD  up to 16 GB (dedicated slot),,,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.1,Yes,,FM radio,Yes,Accelerometer| proximity| compass,Non-removable Li-Po 3500 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r800.jpg
verykool,i123,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,No,No,2012  August,Available. Released 2012  August,107 x 45 x 11.3 mm (4.21 x 1.77 x 0.44 in),80,2.82,Dual SIM (Mini-SIM),TFT,1.8 inches (~21.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,Yes,No,Yes,No,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 600 mAh battery,Green| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i123.jpg
verykool,s757,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA,Yes,Yes,2012,Available. Released 2012,148 x 77 x 12.8 mm (5.83 x 3.03 x 0.50 in),288,10.16,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,5.0 inches (~62.4% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 2.3.5 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),160 MB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Po 2300 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s757.jpg
verykool,i675,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,2012  June,Available,122 x 60 x 11 mm (4.80 x 2.36 x 0.43 in),100,3.53,Mini-SIM,TFT capacitive touchscreen,2.8 inches (~33.2% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),40 MB,,2 MP,No,Yes,Yes,Yes,Yes,No,,FM radio,Yes,,Removable Li-Ion 1000 mAh battery,Green| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i674.jpg
verykool,i674,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2012  June,Available,122 x 60 x 11 mm (4.80 x 2.36 x 0.43 in),100,3.53,Dual SIM (Mini-SIM),TFT capacitive touchscreen,2.8 inches (~33.2% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),40 MB,,2 MP,No,Yes,Yes,Yes,Yes,No,,FM radio,Yes,,Removable Li-Ion 1000 mAh battery,Green| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i674.jpg
verykool,i672,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,2012  May,Available,119 x 57.2 x 13 mm (4.69 x 2.25 x 0.51 in),90,3.17,Mini-SIM,TFT touchscreen,2.4 inches (~26.2% screen-to-body ratio),-,,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 950 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i672.jpg
verykool,R16,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,2012,Available. Released 2012,109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in),73.7,2.57,Mini-SIM,TFT  65K colors,1.8 inches (~19.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,,No,2.0| A2DP,No,,FM radio,Yes,,Removable Li-Ion 800 mAh battery,Black/Orange| Black/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r16.jpg
verykool,s700,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,,HSPA 7.2/5.76 Mbps,Yes,Yes,2012,Available,117 x 65 x 12.7 mm (4.61 x 2.56 x 0.5 in),110,3.88,Dual SIM (Mini-SIM),TFT capacitive touchscreen,3.5 inches (~45.8% screen-to-body ratio),240 x 400 pixels (~133 ppi pixel density),Android 2.2 (Froyo),,,,microSD  up to 32 GB (dedicated slot),200 MB,,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g,2.1| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1400 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s700.jpg
verykool,i605,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,2012  Q1,Available,118 x 49.8 x 13.5 mm (4.65 x 1.96 x 0.53 in),79,2.79,Mini-SIM,TFT,2.0 inches (~21.1% screen-to-body ratio),-,,,,,microSD  up to 2 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i605.jpg
verykool,i604,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,No,2012  Q1,Available,118 x 49.8 x 13.5 mm (4.65 x 1.96 x 0.53 in),79,2.79,Dual SIM (Mini-SIM),TFT,2.0 inches (~21.1% screen-to-body ratio),-,,,,,microSD  up to 2 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i604.jpg
verykool,i125,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,2012  January,Available. Released 2012  January,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),63,2.22,Dual SIM (Mini-SIM),TFT,1.8 inches (~19.2% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,Yes,No,,FM radio,No,,Removable Li-Ion battery,Black/Red| Black/Blue| Black/Green,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i125.jpg
verykool,S815,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA 3.6/0.384 Mbps,Yes,Yes,2011  Q4,Available. Released 2011  December,105.5 x 58 x 11.7 mm (4.15 x 2.28 x 0.46 in),90,3.17,Mini-SIM,TFT,2.4 inches (~29.2% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),,,2 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s815.jpg
verykool,R23,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,2011,Available. Released 2011,111 x 51.5 x 15 mm (4.37 x 2.03 x 0.59 in),110,3.88,Mini-SIM,TFT,2.2 inches (~26.2% screen-to-body ratio),-,,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,,No,2.0| A2DP,No,,FM radio,Yes,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r23.jpg
verykool,R620,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,2011  Q3,Available,115.8 x 62 x 13.2 mm (4.56 x 2.44 x 0.52 in),110,3.88,Mini-SIM,TFT,2.3 inches (~22.8% screen-to-body ratio),320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),26 MB,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g,2.0,No,,FM radio,Yes,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r620.jpg
verykool,i285,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,2011  Q2,Available,117 x 57 x 12.1 mm (4.61 x 2.24 x 0.48 in),106,3.74,Mini-SIM,TFT touchscreen,3.2 inches (~43.7% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),80 MB,,2 MP,VGA,Yes with stereo speakers,,Yes,2.0| A2DP,No,,FM radio,1.2,Accelerometer,Removable Li-Ion 1100 mAh battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i285.jpg
verykool,i725,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,2011  Q2,Available,107 x 57 x 11.8 mm (4.21 x 2.24 x 0.46 in),106,3.74,Mini-SIM,TFT,3.0 inches (~45.7% screen-to-body ratio),240 x 320 pixels (~133 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),80 MB,,2 MP,No,Yes,,Yes,2.0| A2DP,No,,FM radio,1.2,,Removable Li-Ion 700 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i725.jpg
verykool,CD611,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,Yes,No,No,2011,Available. Released 2011,103 x 56 x 13.5 mm (4.06 x 2.20 x 0.53 in),,,Mini-SIM,TFT,2.0 inches (~21.5% screen-to-body ratio),-,,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,Yes,No,No,No,,FM radio,Yes,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-cd611.jpg
verykool,i800,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , Tri-Band HSDPA,,HSPA,Class 12,Yes,2011,Available. Released 2011,111 x 58.5 x 13.2 mm (4.37 x 2.30 x 0.52 in),107,3.77,Mini-SIM,TFT touchscreen  256K colors,2.8 inches (~37.4% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),40 MB,,3.15 MP| autofocus,Yes,Yes,Yes,No,1.2,A-GPS only,,No,1.2,Accelerometer,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i800.jpg
verykool,i720,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12 (4+1/3+2 slots)| 180 - 230 kbps,2011,Available. Released 2011,102 x 62 x 16.3 mm (4.02 x 2.44 x 0.64 in),145,5.11,Mini-SIM,TFT,2.8 inches (~38.4% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,Yes,Yes,Wi-Fi 802.11,2.0| A2DP,No,,FM radio,1.2,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i720.jpg
verykool,i705,GSM,GSM 850 / 1900 ,,,,Class 12,No,2011,Available. Released 2011,94 x 45 x 18.6 mm (3.70 x 1.77 x 0.73 in),90,3.17,Mini-SIM,TFT,2.0 inches (~29.3% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,VGA,No,Yes,Yes,No,Yes,No,,FM radio,1.2,,Removable Li-Ion battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i705.jpg
verykool,R80,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,118 x 53 x 15.8 mm (4.65 x 2.09 x 0.62 in),114,4.02,Dual SIM (Mini-SIM),TFT,2.4 inches (~28.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),30 MB,,2 MP,No,Yes,Yes,No,2.0,Yes,,FM radio,Yes,Compass| barometer| thermometer| altimeter| UV detector,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r80.jpg
verykool,R13,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,109.9 x 47.4 x 14.6 mm (4.33 x 1.87 x 0.57 in),73.7,2.57,Mini-SIM,TFT  65K colors,1.8 inches (~19.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,,No,2.0,No,,FM radio,,,Removable Li-Ion 800 mAh battery,Blue| Violet| Green| Orange,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r13.jpg
verykool,s810,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 850 / 1900 / 2100 ,,HSPA 3.6/0.384 Mbps,Class 12,Yes,2011,Available. Released 2011,115 x 54 x 13.5 mm (4.53 x 2.13 x 0.53 in),101.6,3.56,Mini-SIM,TFT,2.4 inches (~28.7% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),23 MB,,2 MP,No,Yes,Yes,No,2.0,No,,FM radio,Yes,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s810.jpg
verykool,i650,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,Class 12 (4+1/3+2 slots)| 180 - 230 kbps,2011,Available. Released 2011,116 x 62 x 13.2 mm (4.57 x 2.44 x 0.52 in),130,4.59,Mini-SIM,TFT,2.4 inches (~24.8% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),80 MB,,2 MP| LED flash,No,Yes,Yes,Wi-Fi 802.11,2.0,No,,FM radio,1.2,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i650.jpg
verykool,i610,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,115 x 61.5 x 13 mm (4.53 x 2.42 x 0.51 in),88,3.10,Mini-SIM,TFT,2.2 inches (~21.2% screen-to-body ratio),-,,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,Red| white| yellow| green| blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i610.jpg
verykool,i600,GSM,GSM 850 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,98 x 56.5 x 13.6 mm (3.86 x 2.22 x 0.54 in),88,3.10,Mini-SIM,TFT,2.0 inches (~22.4% screen-to-body ratio),-,,,,,microSD  up to 4 GB (dedicated slot),2.9 MB,,VGA,No,Yes,Yes,No,2.0,No,,FM radio,No,,Removable Li-Ion battery,Black/gray| Black/red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i600.jpg
verykool,i410,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,2011,Available. Released 2011,93 x 45 x 18 mm (3.66 x 1.77 x 0.71 in),84,2.96,Mini-SIM,TFT,1.8 inches (~25.0% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,VGA,No,Yes,Yes,No,Yes,No,,FM radio,1.2,,Removable Li-Ion battery,Black| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i410.jpg
verykool,i310,GSM,GSM 850 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,91 x 46 x 16.2 mm (3.58 x 1.81 x 0.64 in),90,3.17,Mini-SIM,TFT,2.0 inches (~30.8% screen-to-body ratio),-,,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,Black| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i310.jpg
verykool,i315,GSM,GSM 850 / 1900 - SIM 1 & SIM 2 (optional),,,,Class 12,No,2011,Available. Released 2011,80 x 37 x 20 mm (3.15 x 1.46 x 0.79 in),76.5,2.68,Mini-SIM,TFT,1.5 inches (~24.5% screen-to-body ratio),-,,,,,No,2 GB,,VGA,No,Yes,Yes,No,Yes,No,,FM radio,1.2,,Removable Li-Ion battery,Red| Gray,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i315.jpg
verykool,i305,GSM,GSM 850 / 1900 ,,,,Yes,No,2011,Available. Released 2011,90 x 46.5 x 16.5 mm (3.54 x 1.83 x 0.65 in),83,2.93,Mini-SIM,TFT  256K colors,1.8 inches (~25.0% screen-to-body ratio),128 x 128 pixels (~101 ppi pixel density),,,,,microSD (dedicated slot)  1 GB included,,,1.3 MP,No,Yes,No,No,No,No,,FM radio,Yes,,Removable Li-Ion battery,Black| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i305.jpg
verykool,i277,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,111 x 53 x 12.7 mm (4.37 x 2.09 x 0.5 in),96.4,3.39,Mini-SIM,TFT touchscreen,3.0 inches (~43.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,2.0,No,,FM radio,1.2,,Removable Li-Ion battery,Black| Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i277.jpg
verykool,i280,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,2011,Available. Released 2011,114 x 59 x 13.6 mm (4.49 x 2.32 x 0.54 in),110,3.88,Mini-SIM,TFT touchscreen,2.8 inches (~33.2% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,3.15 MP,No,Yes,Yes,No,Yes,No,,FM radio,1.2,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i280.jpg
verykool,i270,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,2011,Available. Released 2011,102.6 x 50 x 14.2 mm (4.04 x 1.97 x 0.56 in),95,3.35,Mini-SIM,TFT touchscreen,2.4 inches (~32.0% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,2 MP,No,Yes,Yes,No,Yes,No,,FM radio,1.2,,Removable Li-Ion battery,Black| red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i270.jpg
verykool,i122,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,2011,Available. Released 2011,107 x 45 x 13 mm (4.21 x 1.77 x 0.51 in),63,2.22,Mini-SIM,TFT,1.8 inches (~19.2% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,Yes,No,,FM radio,No,,Removable Li-Ion battery,Black| green| orange,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i122.jpg
verykool,i119,GSM,GSM 850 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,105 x 45 x 13.9 mm (4.13 x 1.77 x 0.55 in),63,2.22,Mini-SIM,TFT,1.8 inches (~19.5% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,Yes,No,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion battery,Black| red| blue| green,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i119.jpg
verykool,i117,GSM,GSM 850 / 1900 ,,,,Class 12,No,2011,Available. Released 2011,107 x 45.5 x 14 mm (4.21 x 1.79 x 0.55 in),65,2.29,Mini-SIM,TFT  65K colors,1.5 inches (~14.3% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion battery,Red| Green,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i117.jpg
verykool,i115,GSM,GSM 850 / 1900 - SIM 1,,,,Class 12,No,2011,Available. Released 2011,107 x 45.5 x 14 mm (4.21 x 1.79 x 0.55 in),65,2.29,Dual SIM (Mini-SIM),TFT  65K colors,1.5 inches (~14.3% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion battery,Red| Green,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i115.jpg
vivo,V5s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 40(2300)| 41(2500) - India,HSPA  LTE,Yes,Yes,2017  April,Available. Released 2017  May,153.8 x 75.5 x 7.6 mm (6.06 x 2.97 x 0.30 in),154,5.43,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,13 MP| F/2.2| phase detection autofocus| LED flash,20 MP| f/2.0| 1/2.8" sensor size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| WiFi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Crown Gold| Matte Black,280,http://cdn2.gsmarena.com/vv/bigpic/vivo-v5.jpg
vivo,Y25,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 40(2300) - Malaysia,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017  March,Available. Released 2017  March,130.7 x 66.4 x 9.2 mm (5.15 x 2.61 x 0.36 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~64.3% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,Mediatek MT6580,,microSD  up to 256 GB,16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Li-Ion 1900 mAh battery,White/Gray,120,http://cdn2.gsmarena.com/vv/bigpic/vivo-y25.jpg
vivo,Y55s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 40(2300) - Malaysia| Vietnam,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017  February,Available. Released 2017  February,147.9 x 72.9 x 7.5 mm (5.82 x 2.87 x 0.30 in),142,5.01,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.2 inches (~69.1% screen-to-body ratio),720 x 1280 pixels (~282 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Qualcomm MSM8917 Snapdragon 425,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2/3 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Ion 2730 mAh battery,Crown Gold| Rose Gold| Space Gray,200,http://cdn2.gsmarena.com/vv/bigpic/vivo-y55s.jpg
vivo,V5 Lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850),HSPA  LTE,Yes,Yes,2017  January,Available. Released 2017  February,153.8 x 75.5 x 7.6 mm (6.06 x 2.97 x 0.30 in),155,5.47,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Octa-core,,,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,13 MP| f/2.2| autofocus| LED flash,16 MP| f/2.0| 1080p,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Crown Gold| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/vivo-v5-lite.jpg
vivo,V5 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 40(2300),HSPA  LTE,Yes,Yes,2017  January,Available. Released 2017  January,152.6 x 74 x 7.3 mm (6.01 x 2.91 x 0.29 in),158.6,5.61,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,No,64 GB,4 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash| ,Dual 20 MP + 8 MP| f/2.0| 1/2.8" sensor size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3160 mAh battery,Gold| Gray,450,http://cdn2.gsmarena.com/vv/bigpic/vivo-v5-plus.jpg
vivo,Y67,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  November,Available. Released 2016  November,153.8 x 75.5 x 7.6 mm (6.06 x 2.97 x 0.30 in),154,5.43,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,microSD  up to 256 GB,32 GB,4 GB RAM,13 MP| f/2.2| autofocus| LED flash,16 MP| f/2.0| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS BDS,,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Gold| Pink Gold,270,http://cdn2.gsmarena.com/vv/bigpic/vivo-y67.jpg
